Cancer	Sample	Fusion	Junction	Spanning	Breakpoint1	Breakpoint2
BRCA	TCGA-PL-A8LZ-01A-31R-A36F-07	GK5--CENPL	1	15	chr3:142215599:-	chr1:173811306:-
BRCA	TCGA-PL-A8LZ-01A-31R-A36F-07	PIK3C2A--PLEKHA7	3	5	chr11:17105169:-	chr11:16871182:-
BRCA	TCGA-S3-A6ZF-01A-32R-A32P-07	GLA--HNRNPH2	59	207	chrX:101407710:-	chrX:101411936:+
BRCA	TCGA-S3-A6ZF-01A-32R-A32P-07	RNF44--NXF3	14	45	chr5:176537731:-	chrX:103084495:-
BRCA	TCGA-S3-A6ZF-01A-32R-A32P-07	CD99L2--CXorf66	14	36	chrX:150898522:-	chrX:139958217:-
BRCA	TCGA-S3-A6ZF-01A-32R-A32P-07	TRPC4AP--TOX2	2	32	chr20:35010187:-	chr20:44065712:+
BRCA	TCGA-S3-A6ZF-01A-32R-A32P-07	BLNK--PIK3AP1	6	13	chr10:96216653:-	chr10:96628493:-
BRCA	TCGA-S3-A6ZF-01A-32R-A32P-07	CCDC149--GABRB1	2	8	chr4:24912817:-	chr4:47031914:+
BRCA	TCGA-S3-A6ZF-01A-32R-A32P-07	CYB5R4--CNTN6	1	11	chr6:83864328:+	chr3:1147927:+
BRCA	TCGA-S3-A6ZG-01A-22R-A32P-07	HHAT--RFWD2	18	36	chr1:210623670:+	chr1:175947239:-
BRCA	TCGA-S3-A6ZG-01A-22R-A32P-07	ARRB1--PICALM	3	25	chr11:75351588:-	chr11:86014963:-
BRCA	TCGA-S3-A6ZG-01A-22R-A32P-07	PSMD4--COPA	2	8	chr1:151254808:+	chr1:160309176:-
BRCA	TCGA-S3-A6ZG-01A-22R-A32P-07	DAP3--OBSCN	1	4	chr1:155689174:+	chr1:228332860:+
BRCA	TCGA-S3-A6ZH-01A-22R-A32P-07	RAB11FIP1--UNC5D	12	191	chr8:37877109:-	chr8:35790359:+
BRCA	TCGA-S3-A6ZH-01A-22R-A32P-07	PC--PPP6R3	21	142	chr11:66952430:-	chr11:68603342:+
BRCA	TCGA-S3-A6ZH-01A-22R-A32P-07	PC--ANO1	7	23	chr11:66958322:-	chr11:70105734:+
BRCA	TCGA-S3-A6ZH-01A-22R-A32P-07	HOOK3--FADS2P1	3	7	chr8:42906258:+	chr11:56900039:+
BRCA	TCGA-S3-A6ZH-01A-22R-A32P-07	NFAT5--NQO1	1	1	chr16:69568548:+	chr16:69718534:-
BRCA	TCGA-S3-AA0Z-01A-11R-A41B-07	NOMO3--TFAP4	45	218	chr16:16256158:+	chr16:4262701:-
BRCA	TCGA-S3-AA0Z-01A-11R-A41B-07	HOOK2--NFIX	19	102	chr19:12774669:-	chr19:13025021:+
BRCA	TCGA-S3-AA0Z-01A-11R-A41B-07	EMP2--BFAR	14	32	chr16:10537928:-	chr16:14661892:+
BRCA	TCGA-S3-AA0Z-01A-11R-A41B-07	BCL7C--OTOA	8	30	chr16:30888860:-	chr16:21691584:+
BRCA	TCGA-S3-AA0Z-01A-11R-A41B-07	GPRC5B--C16orf96	5	21	chr16:19861837:-	chr16:4571561:+
BRCA	TCGA-S3-AA0Z-01A-11R-A41B-07	PRR14--GSG1L	1	8	chr16:30655593:+	chr16:27963203:-
BRCA	TCGA-S3-AA0Z-01A-11R-A41B-07	CLEC16A--GRIN2A	2	3	chr16:11061022:+	chr16:9938551:-
BRCA	TCGA-S3-AA10-01A-21R-A41B-07	AEBP2--TACC1P1	2	5	chr12:19440727:+	chr10:37523011:+
BRCA	TCGA-S3-AA10-01A-21R-A41B-07	FOXK1--ZNF671	2	5	chr7:4682868:+	chr19:57723340:-
BRCA	TCGA-S3-AA10-01A-21R-A41B-07	DHX8--TDRD3	2	3	chr17:43522226:+	chr13:60494435:+
BRCA	TCGA-S3-AA10-01A-21R-A41B-07	ZNF124--AHCTF1	1	3	chr1:247159006:-	chr1:246918377:-
BRCA	TCGA-S3-AA11-01A-31R-A41B-07	SEC31B--GRID1	1	11	chr10:100505361:-	chr10:85647397:-
BRCA	TCGA-S3-AA12-01A-11R-A41B-07	CABLES1--FTO	94	203	chr18:23136607:+	chr16:54111762:+
BRCA	TCGA-S3-AA12-01A-11R-A41B-07	GTF2E2--EIF4EBP1	29	66	chr8:30653433:-	chr8:38057081:+
BRCA	TCGA-S3-AA12-01A-11R-A41B-07	SLC20A2--ZMAT4	3	5	chr8:42541538:-	chr8:40767730:-
BRCA	TCGA-S3-AA12-01A-11R-A41B-07	GTF2E2--FUT10	1	8	chr8:30653433:-	chr8:33394255:-
BRCA	TCGA-S3-AA14-01A-11R-A41B-07	NPEPPS--OMG	1	42	chr17:47569494:+	chr17:31272765:-
BRCA	TCGA-S3-AA15-01A-11R-A41B-07	TRMT11--TPD52L1	4	23	chr6:125986622:+	chr6:125220078:+
BRCA	TCGA-S3-AA17-01A-11R-A41B-07	LDLRAD3--KLKP1	3	8	chr11:36098461:+	chr19:50887874:-
BRCA	TCGA-S3-AA17-01A-11R-A41B-07	TCP11L1--SYT9	3	5	chr11:33072653:+	chr11:7303039:+
BRCA	TCGA-S3-AA17-01A-11R-A41B-07	DNAJB12--CTNNA3	1	6	chr10:72354765:-	chr10:67219870:-
BRCA	TCGA-UL-AAZ6-01A-11R-A41B-07	ZNF701--PSMA7	50	9	chr19:52570330:+	chr20:62140944:-
BRCA	TCGA-UL-AAZ6-01A-11R-A41B-07	CACNB1--TANC2	16	31	chr17:39191474:-	chr17:63073943:+
BRCA	TCGA-UL-AAZ6-01A-11R-A41B-07	SNHG14--STARD3	13	24	chr15:25252333:+	chr17:39660211:+
BRCA	TCGA-UL-AAZ6-01A-11R-A41B-07	PSMD8--MAP3K10	6	12	chr19:38376454:+	chr19:40204485:+
BRCA	TCGA-UL-AAZ6-01A-11R-A41B-07	PRKCZ--GABRD	6	11	chr1:2059591:+	chr1:2024942:+
BRCA	TCGA-UL-AAZ6-01A-11R-A41B-07	CYFIP1--ACACA	6	7	chr15:22937104:-	chr17:37277114:-
BRCA	TCGA-UL-AAZ6-01A-11R-A41B-07	APPBP2--ZNF345	3	12	chr17:60479148:-	chr19:36892818:+
BRCA	TCGA-UL-AAZ6-01A-11R-A41B-07	KMT5B--SUPT5H	4	8	chr11:68213477:-	chr19:39464798:+
BRCA	TCGA-UL-AAZ6-01A-11R-A41B-07	LENG8--SIPA1L3	4	7	chr19:54458521:+	chr19:38141184:+
BRCA	TCGA-UL-AAZ6-01A-11R-A41B-07	DUSP14--HEATR6	3	9	chr17:37489952:+	chr17:60044135:-
BRCA	TCGA-UL-AAZ6-01A-11R-A41B-07	BCAS3--EYA2	1	16	chr17:61040892:+	chr20:47016181:+
BRCA	TCGA-UL-AAZ6-01A-11R-A41B-07	MAP3K10--PCMTD2	2	10	chr19:40198555:+	chr20:64273221:+
BRCA	TCGA-UL-AAZ6-01A-11R-A41B-07	MED8--SCMH1	1	10	chr1:43385046:-	chr1:41028726:-
BRCA	TCGA-UL-AAZ6-01A-11R-A41B-07	INTS2--ACACA	2	4	chr17:61919400:-	chr17:37369487:-
BRCA	TCGA-UL-AAZ6-01A-11R-A41B-07	FBXL20--SNHG14	1	3	chr17:39402173:-	chr15:25222159:+
BRCA	TCGA-UL-AAZ6-01A-11R-A41B-07	TESMIN--COX18	1	3	chr11:68738700:-	chr4:73065413:-
BRCA	TCGA-UL-AAZ6-01A-11R-A41B-07	FAM214A--CTPS1	1	2	chr15:52678006:-	chr1:40983278:+
BRCA	TCGA-UL-AAZ6-01A-11R-A41B-07	TANC2--MED13	1	2	chr17:63319090:+	chr17:62035608:-
BRCA	TCGA-UU-A93S-01A-21R-A41B-07	ZFAND1--STAU2	8	19	chr8:81732199:-	chr8:73422702:-
BRCA	TCGA-UU-A93S-01A-21R-A41B-07	DNM2--TGIF1	2	13	chr19:10759811:+	chr18:3418143:+
BRCA	TCGA-UU-A93S-01A-21R-A41B-07	UBE2K--LIAS	2	13	chr4:39698390:+	chr4:39460790:+
BRCA	TCGA-UU-A93S-01A-21R-A41B-07	TRIM37--C17orf67	2	9	chr17:59041813:-	chr17:56825321:-
BRCA	TCGA-UU-A93S-01A-21R-A41B-07	TUBGCP4--TMEM62	2	7	chr15:43386330:+	chr15:43178607:+
BRCA	TCGA-UU-A93S-01A-21R-A41B-07	DNM2--ILF3	1	7	chr19:10718403:+	chr19:10677163:+
BRCA	TCGA-UU-A93S-01A-21R-A41B-07	ERBB2--PPP1R1B	1	3	chr17:39715939:+	chr17:39633883:+
BRCA	TCGA-V7-A7HQ-01A-11R-A33J-07	NF2--EIF3D	3	9	chr22:29604112:+	chr22:36512602:-
BRCA	TCGA-WT-AB41-01A-11R-A41B-07	ADAM9--PROSC	6	17	chr8:39007983:+	chr8:37765526:+
BRCA	TCGA-XX-A899-01A-11R-A36F-07	PAK1--SHANK2	30	82	chr11:77473552:-	chr11:70661678:-
BRCA	TCGA-XX-A899-01A-11R-A36F-07	PAK1--CWF19L2	12	24	chr11:77473552:-	chr11:107455776:-
BRCA	TCGA-XX-A899-01A-11R-A36F-07	RSF1--ADAM2	6	33	chr11:77747036:-	chr8:39749744:-
BRCA	TCGA-XX-A899-01A-11R-A36F-07	EMSY--SHANK2	5	25	chr11:76526635:+	chr11:70661678:-
BRCA	TCGA-XX-A899-01A-11R-A36F-07	XRRA1--GUCY1A2	3	24	chr11:74945018:-	chr11:106776582:-
BRCA	TCGA-XX-A899-01A-11R-A36F-07	COMMD10--CHSY3	2	3	chr5:116134178:+	chr5:130184229:+
BRCA	TCGA-XX-A899-01A-11R-A36F-07	HOOK3--C2CD3	1	3	chr8:43010405:+	chr11:74054671:-
BRCA	TCGA-XX-A89A-01A-11R-A36F-07	TRIT1--CHI3L2	23	143	chr1:39883318:-	chr1:111229852:+
BRCA	TCGA-XX-A89A-01A-11R-A36F-07	SHANK2--MYEOV	21	97	chr11:70798443:-	chr11:69341510:+
BRCA	TCGA-XX-A89A-01A-11R-A36F-07	ILF3--DENND2D	4	8	chr19:10677310:+	chr1:111196056:-
BRCA	TCGA-Z7-A8R6-01A-11R-A41B-07	PGM2L1--PPME1	10	44	chr11:74398051:-	chr11:74250954:+
BRCA	TCGA-Z7-A8R6-01A-11R-A41B-07	BRD7--ZNF423	5	21	chr16:50354425:-	chr16:49525494:-
BRCA	TCGA-Z7-A8R6-01A-11R-A41B-07	ARHGEF3--FAM208A	1	7	chr3:56958823:-	chr3:56673725:-
CESC	TCGA-4J-AA1J-01A-21R-A38B-07	RUNDC1--RGS9	10	30	chr17:42990436:+	chr17:65227275:+
CESC	TCGA-4J-AA1J-01A-21R-A38B-07	PTGES3L--RGS9	4	16	chr17:42979170:-	chr17:65210488:+
CESC	TCGA-4J-AA1J-01A-21R-A38B-07	CDC27--C17orf53	3	1	chr17:47141853:-	chr17:44154556:+
CESC	TCGA-4J-AA1J-01A-21R-A38B-07	ERBB2--PPP1R1B	1	1	chr17:39700311:+	chr17:39633883:+
CESC	TCGA-BI-A0VR-01A-11R-A10U-07	PPM1D--C17orf64	1	6	chr17:60600886:+	chr17:60429362:+
CESC	TCGA-BI-A0VR-01A-11R-A10U-07	CTNNA1--AP3B1	1	1	chr5:138887642:+	chr5:78181662:-
CESC	TCGA-BI-A0VS-01A-11R-A10U-07	RASSF8--ETNK1	8	83	chr12:25995130:+	chr12:22643763:+
CESC	TCGA-BI-A0VS-01A-11R-A10U-07	TM9SF4--PLAGL2	2	6	chr20:32161365:+	chr20:32202292:-
CESC	TCGA-C5-A1BJ-01A-11R-A13Y-07	JARID2--MDGA1	1	2	chr6:15246584:+	chr6:37664106:-
CESC	TCGA-C5-A1BL-01A-11R-A13Y-07	STAG1--IL20RB	1	1	chr3:136363366:-	chr3:137010113:+
CESC	TCGA-C5-A1BM-01A-11R-A13Y-07	MICALL2--PSMG3	27	118	chr7:1459184:-	chr7:1567850:-
CESC	TCGA-C5-A1M5-01A-11R-A13Y-07	ZNF667--ZSCAN5B	3	10	chr19:56471699:-	chr19:56192053:-
CESC	TCGA-C5-A1M5-01A-11R-A13Y-07	COL22A1--ZFAT	2	6	chr8:138591424:-	chr8:134637712:-
CESC	TCGA-C5-A1M6-01A-11R-A13Y-07	NME6--SPINK8	63	580	chr3:48296727:-	chr3:48309946:-
CESC	TCGA-C5-A1M7-01A-11R-A13Y-07	PIAS4--CCDC94	6	46	chr19:4013349:+	chr19:4267624:+
CESC	TCGA-C5-A1M8-01A-21R-A13Y-07	SIPA1--RHOD	4	6	chr11:65647658:+	chr11:67065896:+
CESC	TCGA-C5-A1MJ-01A-11R-A14Y-07	SNX29--CIITA	4	19	chr16:12078915:+	chr16:10895282:+
CESC	TCGA-C5-A1MJ-01A-11R-A14Y-07	DPH7--ZMYND19	1	7	chr9:137574208:-	chr9:137587107:-
CESC	TCGA-C5-A1MK-01A-11R-A14Y-07	TMEM50B--XXYLT1	7	45	chr21:33479838:-	chr3:195070111:-
CESC	TCGA-C5-A1MK-01A-11R-A14Y-07	ASXL1--BPIFB2	7	22	chr20:32358832:+	chr20:33008541:+
CESC	TCGA-C5-A1MK-01A-11R-A14Y-07	LEXM--TTC4	5	26	chr1:54808011:+	chr1:54737582:+
CESC	TCGA-C5-A1MK-01A-11R-A14Y-07	TASP1--DHCR7	2	21	chr20:13435044:-	chr11:71441440:-
CESC	TCGA-C5-A1MK-01A-11R-A14Y-07	GON4L--SERPINB7	3	5	chr1:155813634:-	chr18:63782355:+
CESC	TCGA-C5-A1MK-01A-11R-A14Y-07	EPB41L1--IFT52	1	5	chr20:36112480:+	chr20:43635926:+
CESC	TCGA-C5-A1ML-01A-11R-A14Y-07	FXR1--NAALADL2	11	30	chr3:180935231:+	chr3:175447229:+
CESC	TCGA-C5-A1ML-01A-11R-A14Y-07	NAALADL2--EPHB3	1	9	chr3:175324325:+	chr3:184581253:+
CESC	TCGA-C5-A2LT-01A-11R-A18M-07	MAPK8--ARFIP1	4	27	chr10:48325965:+	chr4:152829625:+
CESC	TCGA-C5-A2LT-01A-11R-A18M-07	SRRD--SNX32	4	2	chr22:26486063:+	chr11:65849478:+
CESC	TCGA-C5-A2LV-01A-11R-A18M-07	EMC10--ASPDH	1	6	chr19:50480977:+	chr19:50511773:-
CESC	TCGA-C5-A2LX-01A-11R-A18M-07	ERBB2--IKZF3	5	26	chr17:39716605:+	chr17:39829488:-
CESC	TCGA-C5-A2LX-01A-11R-A18M-07	PKD1--UBE2I	6	3	chr16:2105322:-	chr16:1315654:+
CESC	TCGA-C5-A2LX-01A-11R-A18M-07	MIR205HG--RPL14	1000	1000	chr1:209432707:+	chr3:40461608:+
CESC	TCGA-C5-A2LZ-01A-11R-A213-07	HCN2--ALS2CR11	1	4	chr19:590577:+	chr2:201547610:-
CESC	TCGA-C5-A2M1-01A-11R-A18M-07	PPP1R37--GLTSCR1	4	11	chr19:45093527:+	chr19:47670443:+
CESC	TCGA-C5-A3HD-01B-11R-A213-07	GGNBP2--NEBL	36	154	chr17:36545817:+	chr10:20812940:-
CESC	TCGA-C5-A3HD-01B-11R-A213-07	MEN1--PTPRJ	9	63	chr11:64809665:-	chr11:48127780:+
CESC	TCGA-C5-A3HD-01B-11R-A213-07	NEBL--ZNHIT3	2	32	chr10:20812769:-	chr17:36497606:+
CESC	TCGA-C5-A3HD-01B-11R-A213-07	FAM177A1--PSMA6	3	7	chr14:35046628:+	chr14:35317249:+
CESC	TCGA-C5-A3HD-01B-11R-A213-07	TANGO6--NAA15	1	5	chr16:68907575:+	chr4:139386133:+
CESC	TCGA-C5-A3HD-01B-11R-A213-07	CUL4A--TMCO3	1	4	chr13:113255125:+	chr13:113539357:+
CESC	TCGA-C5-A3HE-01A-21R-A22U-07	FARSA--EFCAB6	1	4	chr19:12933550:-	chr22:43716972:-
CESC	TCGA-C5-A3HF-01A-11R-A213-07	SPEN--DNAJC16	13	14	chr1:15848150:+	chr1:15559526:+
CESC	TCGA-C5-A7CG-01A-11R-A32P-07	INTS6--BZW2	6	15	chr13:51451025:-	chr7:16674412:+
CESC	TCGA-C5-A7CH-01A-11R-A33Z-07	GOLGA5--RNF212B	5	1	chr14:92824644:+	chr14:23193325:+
CESC	TCGA-C5-A7CH-01A-11R-A33Z-07	ATP2B1--CEP290	1	6	chr12:89616802:-	chr12:88084852:-
CESC	TCGA-C5-A7CJ-01A-11R-A32P-07	RUNX1--RCAN1	3	6	chr21:34859474:-	chr21:34523710:-
CESC	TCGA-C5-A7CJ-01A-11R-A32P-07	MX1--ERG	1	9	chr21:41437152:+	chr21:38445621:-
CESC	TCGA-C5-A7CK-01A-11R-A32P-07	SGO1--EFHB	8	43	chr3:20186059:-	chr3:19905749:-
CESC	TCGA-C5-A7CK-01A-11R-A32P-07	ZNF532--DOK6	1	9	chr18:58865579:+	chr18:69841244:+
CESC	TCGA-C5-A7CM-01A-11R-A33Z-07	ANKRD40--NFIX	5	6	chr17:50707521:-	chr19:13025021:+
CESC	TCGA-C5-A7CM-01A-11R-A33Z-07	CRCP--ADAM22	2	5	chr7:66114970:+	chr7:88075626:+
CESC	TCGA-C5-A7CO-01A-11R-A352-07	CHD6--CTNNBL1	2	24	chr20:41512846:-	chr20:37859899:+
CESC	TCGA-C5-A7CO-01A-11R-A352-07	AHCY--ACTR5	3	4	chr20:34281027:-	chr20:38752131:+
CESC	TCGA-C5-A7CO-01A-11R-A352-07	F11R--USF1	2	8	chr1:161021010:-	chr1:161043360:-
CESC	TCGA-C5-A7UC-01A-11R-A352-07	YAE1D1--GJC3	4	16	chr7:39566547:+	chr7:99923603:-
CESC	TCGA-C5-A7UC-01A-11R-A352-07	ASCC1--MICU1	3	10	chr10:72196811:-	chr10:72379583:-
CESC	TCGA-C5-A7UH-01A-11R-A352-07	NSD1--DPEP2	3	59	chr5:177192019:+	chr16:67989398:-
CESC	TCGA-C5-A7UH-01A-11R-A352-07	SOGA1--RBL1	3	13	chr20:36829054:-	chr20:37003866:-
CESC	TCGA-C5-A7UH-01A-11R-A352-07	EPHB3--P2RY12	2	5	chr3:184562353:+	chr3:151340760:-
CESC	TCGA-C5-A7X3-01A-11R-A352-07	LMAN2--NOP16	14	35	chr5:177351173:-	chr5:176386909:-
CESC	TCGA-C5-A7X3-01A-11R-A352-07	PRKD2--RCN3	10	45	chr19:46711643:-	chr19:49543191:+
CESC	TCGA-C5-A7X3-01A-11R-A352-07	PRR12--CDC42EP5	4	30	chr19:49621622:+	chr19:54471685:-
CESC	TCGA-C5-A7X3-01A-11R-A352-07	KREMEN1--HSCB	7	14	chr22:29142100:+	chr22:28751241:+
CESC	TCGA-C5-A7X3-01A-11R-A352-07	ZNF384--CDCA3	5	15	chr12:6669031:-	chr12:6849664:-
CESC	TCGA-C5-A7X3-01A-11R-A352-07	WEE1--CHRNA3	4	13	chr11:9586856:+	chr15:78602264:-
CESC	TCGA-C5-A7X3-01A-11R-A352-07	TBC1D17--PRR12	1	6	chr19:49887573:+	chr19:49614533:+
CESC	TCGA-C5-A7X3-01A-11R-A352-07	MCTP2--PARP6	1	3	chr15:94358612:+	chr15:72271287:-
CESC	TCGA-C5-A7X5-01A-11R-A36F-07	TMEM87B--MERTK	62	157	chr2:112055756:+	chr2:111994251:+
CESC	TCGA-C5-A7X5-01A-11R-A36F-07	FDX1--KNCN	16	51	chr11:110435958:+	chr1:46550002:-
CESC	TCGA-C5-A7X5-01A-11R-A36F-07	BRD4--CSN2	25	11	chr19:15332290:-	chr4:69961007:-
CESC	TCGA-C5-A7X5-01A-11R-A36F-07	BRD4--SLC1A6	22	16	chr19:15332290:-	chr19:14972917:-
CESC	TCGA-C5-A7X5-01A-11R-A36F-07	ZNF529--FFAR2	8	42	chr19:36572333:-	chr19:35449714:+
CESC	TCGA-C5-A7X5-01A-11R-A36F-07	MOB4--COQ10B	6	26	chr2:197540437:+	chr2:197470070:+
CESC	TCGA-C5-A7X5-01A-11R-A36F-07	UBE2O--MXRA7	6	22	chr17:76452725:-	chr17:76688176:-
CESC	TCGA-C5-A7X5-01A-11R-A36F-07	ZNF148--OSBPL11	3	8	chr3:125277726:-	chr3:125538633:-
CESC	TCGA-C5-A7X5-01A-11R-A36F-07	KIZ--SLPI	1	10	chr20:21136552:+	chr20:45253733:-
CESC	TCGA-C5-A7X5-01A-11R-A36F-07	WARS2--ZAR1	1	10	chr1:119076350:-	chr4:48494101:+
CESC	TCGA-C5-A7X5-01A-11R-A36F-07	ANAPC1--LIMS1	1	5	chr2:111838438:-	chr2:108675878:+
CESC	TCGA-C5-A7X5-01A-11R-A36F-07	WARS2--TMEM87B	1	5	chr1:119076350:-	chr2:112081057:+
CESC	TCGA-C5-A7X5-01A-11R-A36F-07	MUC3A--FBXL13	1	2	chr7:100966743:+	chr7:102884312:-
CESC	TCGA-C5-A7XC-01A-11R-A38B-07	EHMT1--GFI1B	14	15	chr9:137619049:+	chr9:132978464:+
CESC	TCGA-C5-A8XH-01A-11R-A37O-07	TRAF3--SFXN1	5	9	chr14:102830472:+	chr5:175492095:+
CESC	TCGA-C5-A8XH-01A-11R-A37O-07	RXRA--BCAS3	3	5	chr9:134326659:+	chr17:60868576:+
CESC	TCGA-C5-A8XI-01A-11R-A37O-07	IGHJ2--IGHGP	2	13	chr14:105865199:-	chr14:105668565:-
CESC	TCGA-C5-A8YQ-01A-11R-A37O-07	OTUD3--HES2	16	90	chr1:19882734:+	chr1:6413282:-
CESC	TCGA-C5-A8YQ-01A-11R-A37O-07	ACOT7--MIB2	9	44	chr1:6318492:-	chr1:1625286:+
CESC	TCGA-C5-A8YQ-01A-11R-A37O-07	RBM15--ZYG11B	14	20	chr1:110340002:+	chr1:52784877:+
CESC	TCGA-C5-A8YQ-01A-11R-A37O-07	PATJ--CENPS	10	34	chr1:61827583:+	chr1:10433842:+
CESC	TCGA-C5-A8YQ-01A-11R-A37O-07	WASF2--ACOT7	1	6	chr1:27489986:-	chr1:6294980:-
CESC	TCGA-C5-A8YQ-01A-11R-A37O-07	EPHB2--SYNC	1	3	chr1:22785076:+	chr1:32696044:-
CESC	TCGA-C5-A8YR-01A-12R-A37O-07	CALD1--TMEM140	2	25	chr7:134867804:+	chr7:135164418:+
CESC	TCGA-C5-A8YR-01A-12R-A37O-07	PLCG2--CMIP	1	2	chr16:81786182:+	chr16:81699685:+
CESC	TCGA-C5-A8YR-01A-12R-A37O-07	BLNK--TLL2	1	1	chr10:96271352:-	chr10:96397302:-
CESC	TCGA-C5-A8ZZ-01A-11R-A37O-07	FNDC3B--SOX2-OT	17	138	chr3:172112590:+	chr3:181699598:+
CESC	TCGA-C5-A8ZZ-01A-11R-A37O-07	FNDC3B--SOX2OT_exon4	9	24	chr3:172112590:+	chr3:181715185:+
CESC	TCGA-C5-A8ZZ-01A-11R-A37O-07	FNDC3B--TPRG1	1	2	chr3:172112590:+	chr3:189310386:+
CESC	TCGA-C5-A901-01A-11R-A37O-07	ME1--PGM3	1	2	chr6:83346173:-	chr6:83176060:-
CESC	TCGA-C5-A902-01A-11R-A37O-07	SDF4--DVL1	7	63	chr1:1223244:-	chr1:1342758:-
CESC	TCGA-C5-A907-01A-11R-A37O-07	BCAS3--RPS6KB1	33	39	chr17:60677914:+	chr17:59912684:+
CESC	TCGA-C5-A907-01A-11R-A37O-07	VRK3--PPP6R1	7	43	chr19:50000790:-	chr19:55242488:-
CESC	TCGA-C5-A907-01A-11R-A37O-07	ZNF677--WDR88	8	11	chr19:53254834:-	chr19:33175396:+
CESC	TCGA-C5-A907-01A-11R-A37O-07	LSM14A--KNDC1	4	26	chr19:34172763:+	chr10:133183344:+
CESC	TCGA-C5-A907-01A-11R-A37O-07	HNRNPUL1--BRSK1	2	14	chr19:41281275:+	chr19:55284521:+
CESC	TCGA-DG-A2KH-01A-21R-A22U-07	EMP2--SNN	41	123	chr16:10547540:-	chr16:11675975:+
CESC	TCGA-DG-A2KL-01A-11R-A180-07	DSP--RCAN2	78	505	chr6:7572068:+	chr6:46248896:-
CESC	TCGA-DG-A2KL-01A-11R-A180-07	CLASP2--GLB1	1	22	chr3:33632292:-	chr3:33072713:-
CESC	TCGA-DG-A2KL-01A-11R-A180-07	GMDS--KIF6	1	3	chr6:2245321:-	chr6:39720811:-
CESC	TCGA-DG-A2KM-01A-11R-A180-07	ANKRD27--TDRD12	9	28	chr19:32615658:-	chr19:32731725:+
CESC	TCGA-DS-A0VL-01A-21R-A10U-07	BIRC2--TMEM123	134	527	chr11:102368548:+	chr11:102402206:-
CESC	TCGA-DS-A0VL-01A-21R-A10U-07	USP25--CYYR1	6	38	chr21:15818846:+	chr21:26468631:-
CESC	TCGA-DS-A0VL-01A-21R-A10U-07	UBE2D2--C9orf3	2	1	chr5:139526612:+	chr9:95086682:+
CESC	TCGA-DS-A0VM-01A-11R-A10U-07	TAOK3--SUDS3	8	23	chr12:118372648:-	chr12:118386114:+
CESC	TCGA-DS-A0VM-01A-11R-A10U-07	GATAD2B--S100A11	1	6	chr1:153922733:-	chr1:152033800:-
CESC	TCGA-DS-A0VN-01A-21R-A10U-07	PTPN13--AFF1	1	6	chr4:86774531:+	chr4:86973830:+
CESC	TCGA-DS-A1O9-01A-11R-A14Y-07	SRSF7--HNRNPLL	17	54	chr2:38746144:-	chr2:38602600:-
CESC	TCGA-DS-A1O9-01A-11R-A14Y-07	PLEKHH2--THADA	3	49	chr2:43644796:+	chr2:43527988:-
CESC	TCGA-DS-A1O9-01A-11R-A14Y-07	SIPA1--FRMD8	8	28	chr11:65645129:+	chr11:65411242:+
CESC	TCGA-DS-A1O9-01A-11R-A14Y-07	C16orf74--EMC8	4	38	chr16:85750926:-	chr16:85781280:-
CESC	TCGA-DS-A1O9-01A-11R-A14Y-07	PGM2L1--RAB6A	3	22	chr11:74336684:-	chr11:73679927:-
CESC	TCGA-DS-A1O9-01A-11R-A14Y-07	NIPAL3--GRHL3	4	17	chr1:24445244:+	chr1:24331426:+
CESC	TCGA-DS-A1O9-01A-11R-A14Y-07	MPHOSPH9--CDK2AP1	1	7	chr12:123160781:-	chr12:123267282:-
CESC	TCGA-DS-A1OB-01A-11R-A14Y-07	FAM13C--S100P	1	12	chr10:59352270:-	chr4:6696893:+
CESC	TCGA-DS-A1OC-01A-11R-A14Y-07	PMF1--RAB25	21	188	chr1:156213176:+	chr1:156068270:+
CESC	TCGA-DS-A1OC-01A-11R-A14Y-07	CHAF1B--DOPEY2	17	132	chr21:36391668:+	chr21:36293320:+
CESC	TCGA-DS-A1OC-01A-11R-A14Y-07	KMT2C--DNAH11	25	73	chr7:152309966:-	chr7:21816467:+
CESC	TCGA-DS-A1OC-01A-11R-A14Y-07	IPPK--BICD2	7	52	chr9:92656456:-	chr9:92729236:-
CESC	TCGA-DS-A1OC-01A-11R-A14Y-07	FBXL19--RNF40	11	25	chr16:30930584:+	chr16:30773938:+
CESC	TCGA-DS-A1OC-01A-11R-A14Y-07	PCGF3--PDE6B	6	20	chr4:705970:+	chr4:653852:+
CESC	TCGA-DS-A1OC-01A-11R-A14Y-07	CAPN1--MRPL49	4	24	chr11:65188746:+	chr11:65124502:+
CESC	TCGA-DS-A1OC-01A-11R-A14Y-07	SUB1--ECT2	6	16	chr5:32585625:+	chr3:172761610:+
CESC	TCGA-DS-A1OC-01A-11R-A14Y-07	TMEM54--TRIM62	3	14	chr1:32898126:-	chr1:33165566:-
CESC	TCGA-DS-A1OC-01A-11R-A14Y-07	TCEA3--ASAP3	4	9	chr1:23417249:-	chr1:23456194:-
CESC	TCGA-DS-A1OC-01A-11R-A14Y-07	NHSL1--REPS1	4	5	chr6:138692476:-	chr6:138921124:-
CESC	TCGA-DS-A1OC-01A-11R-A14Y-07	ATP11B--MAP3K13	3	6	chr3:182828209:+	chr3:185428497:+
