OncogeneID	OncogeneName	Alias	Links	Cytoband	FullName	GeneType
9557	CHD1L	ALC1|CHDL	MIM:613039|HGNC:HGNC:1916|Ensembl:ENSG00000131778|HPRD:09880|Vega:OTTHUMG00000150271	1q12	chromodomain helicase DNA binding protein 1-like	protein-coding
9349	RPL23	L23|rpL17	MIM:603662|HGNC:HGNC:10316|HPRD:04716	17q	ribosomal protein L23	protein-coding
9271	PIWIL1	CT80.1|HIWI|MIWI|PIWI	MIM:605571|HGNC:HGNC:9007|Ensembl:ENSG00000125207|HPRD:10409|Vega:OTTHUMG00000168382	12q24.33	piwi-like RNA-mediated gene silencing 1	protein-coding
9258	MFHAS1	LRRC65|MASL1	MIM:605352|HGNC:HGNC:16982|Ensembl:ENSG00000147324|HPRD:12010|Vega:OTTHUMG00000163676	8p23.1	malignant fibrous histiocytoma amplified sequence 1	protein-coding
92140	MTDH	3D3|AEG-1|AEG1|LYRIC|LYRIC/3D3	MIM:610323|HGNC:HGNC:29608|Ensembl:ENSG00000147649|HPRD:17459|Vega:OTTHUMG00000164692	8q22.1	metadherin	protein-coding
91653	BOC	CDON2	MIM:608708|HGNC:HGNC:17173|Ensembl:ENSG00000144857|Vega:OTTHUMG00000159305	3q13.2	BOC cell adhesion associated, oncogene regulated	protein-coding
9133	CCNB2	HsT17299	MIM:602755|HGNC:HGNC:1580|Ensembl:ENSG00000157456|HPRD:04131|Vega:OTTHUMG00000132715	15q22.2	cyclin B2	protein-coding
898	CCNE1	CCNE|pCCNE1	MIM:123837|HGNC:HGNC:1589|Ensembl:ENSG00000105173|HPRD:00455|Vega:OTTHUMG00000177626	19q12	cyclin E1	protein-coding
8840	WISP1	CCN4|WISP1c|WISP1i|WISP1tc	MIM:603398|HGNC:HGNC:12769|HPRD:16019	8q24.22	WNT1 inducible signaling pathway protein 1	protein-coding
8766	RAB11A	YL8	MIM:605570|HGNC:HGNC:9760|Ensembl:ENSG00000103769|HPRD:05715|Vega:OTTHUMG00000133162	15q22.31	RAB11A, member RAS oncogene family	protein-coding
8668	EIF3I	EIF3S2|PRO2242|TRIP-1|TRIP1|eIF3-beta|eIF3-p36	MIM:603911|HGNC:HGNC:3272|Ensembl:ENSG00000084623|HPRD:04884|Vega:OTTHUMG00000007364	1p34.1	eukaryotic translation initiation factor 3 subunit I	protein-coding
8660	IRS2	IRS-2	MIM:600797|HGNC:HGNC:6126|Ensembl:ENSG00000185950|HPRD:02878|Vega:OTTHUMG00000017338	13q34	insulin receptor substrate 2	protein-coding
8626	TP63	AIS|B(p51A)|B(p51B)|EEC3|KET|LMS|NBP|OFC8|RHS|SHFM4|TP53CP|TP53L|TP73L|p40|p51|p53CP|p63|p73H|p73L	MIM:603273|HGNC:HGNC:15979|Ensembl:ENSG00000073282|HPRD:04469|Vega:OTTHUMG00000156313	3q28	tumor protein p63	protein-coding
857	CAV1	BSCL3|CGL3|LCCNS|MSTP085|PPH3|VIP21	MIM:601047|HGNC:HGNC:1527|Ensembl:ENSG00000105974|HPRD:03028|Vega:OTTHUMG00000023413	7q31.1	caveolin 1	protein-coding
8533	COPS3	CSN3|SGN3	MIM:604665|HGNC:HGNC:2239|Ensembl:ENSG00000141030|HPRD:07262|Vega:OTTHUMG00000059281	17p11.2	COP9 signalosome subunit 3	protein-coding
84951	TNS4	CTEN|PP14434	MIM:608385|HGNC:HGNC:24352|Ensembl:ENSG00000131746|HPRD:12223|Vega:OTTHUMG00000133330	17q21.2	tensin 4	protein-coding
8277	TKTL1	TKR|TKT2	MIM:300044|HGNC:HGNC:11835|Ensembl:ENSG00000007350|HPRD:02080|Vega:OTTHUMG00000022707	Xq28	transketolase-like 1	protein-coding
8178	ELL	C19orf17|ELL1|MEN|PPP1R68	MIM:600284|HGNC:HGNC:23114|Ensembl:ENSG00000105656|HPRD:02615|Vega:OTTHUMG00000183364	19p13.1	elongation factor for RNA polymerase II	protein-coding
81610	FAM83D	C20orf129|CHICA|dJ616B8.3	HGNC:HGNC:16122|Ensembl:ENSG00000101447|HPRD:12744|Vega:OTTHUMG00000032462	20q11.23	family with sequence similarity 83 member D	protein-coding
8148	TAF15	Npl3|RBP56|TAF2N|TAFII68	MIM:601574|HGNC:HGNC:11547|Ensembl:ENSG00000270647|HPRD:09031|Vega:OTTHUMG00000188384	17q12	TATA-box binding protein associated factor 15	protein-coding
81	ACTN4	ACTININ-4|FSGS|FSGS1	MIM:604638|HGNC:HGNC:166|HPRD:05222	19q13	actinin alpha 4	protein-coding
8089	YEATS4	4930573H17Rik|B230215M10Rik|GAS41|NUBI-1|YAF9	MIM:602116|HGNC:HGNC:24859|Ensembl:ENSG00000127337|HPRD:03666|Vega:OTTHUMG00000169358	12q15	YEATS domain containing 4	protein-coding
8073	PTP4A2	HH13|HH7-2|HU-PP-1|OV-1|PRL-2|PRL2|PTP4A|PTPCAAX2|ptp-IV1a|ptp-IV1b	MIM:601584|HGNC:HGNC:9635|Ensembl:ENSG00000184007|HPRD:03348|Vega:OTTHUMG00000003801	1p35	protein tyrosine phosphatase type IVA, member 2	protein-coding
8061	FOSL1	FRA|FRA1|fra-1	MIM:136515|HGNC:HGNC:13718|Ensembl:ENSG00000175592|HPRD:00643|Vega:OTTHUMG00000166715	11q13	FOS like antigen 1	protein-coding
80326	WNT10A	OODD|SSPS|STHAG4	MIM:606268|HGNC:HGNC:13829|Ensembl:ENSG00000135925|HPRD:16207|Vega:OTTHUMG00000133085	2q35	wingless-type MMTV integration site family member 10A	protein-coding
8030	CCDC6	D10S170|H4|PTC|TPC|TST1	MIM:601985|HGNC:HGNC:18782|Ensembl:ENSG00000108091|HPRD:09064|Vega:OTTHUMG00000018284	10q21	coiled-coil domain containing 6	protein-coding
8021	NUP214	CAIN|CAN	MIM:114350|HGNC:HGNC:8064|Ensembl:ENSG00000126883|HPRD:00258|Vega:OTTHUMG00000020816	9q34.1	nucleoporin 214kDa	protein-coding
80139	ZNF703	NLZ1|ZEPPO1|ZNF503L|ZPO1	HGNC:HGNC:25883|Ensembl:ENSG00000183779|HPRD:07855|Vega:OTTHUMG00000164001	8p11.23	zinc finger protein 703	protein-coding
79923	NANOG	-	MIM:607937|HGNC:HGNC:20857|HPRD:06397	12p13.31	Nanog homeobox	protein-coding
79870	BAALC	-	MIM:606602|HGNC:HGNC:14333|Ensembl:ENSG00000164929|HPRD:09422|Vega:OTTHUMG00000164782	8q22.3	brain and acute leukemia, cytoplasmic	protein-coding
7984	ARHGEF5	GEF5|P60|TIM|TIM1	MIM:600888|HGNC:HGNC:13209|Ensembl:ENSG00000050327|HPRD:02932|Vega:OTTHUMG00000158004	7q35	Rho guanine nucleotide exchange factor 5	protein-coding
79058	ASPSCR1	ASPCR1|ASPL|ASPS|RCC17|TUG|UBXD9|UBXN9	MIM:606236|HGNC:HGNC:13825|Ensembl:ENSG00000169696|HPRD:06947|Vega:OTTHUMG00000178438	17q25.3	alveolar soft part sarcoma chromosome region, candidate 1	protein-coding
7849	PAX8	-	MIM:167415|HGNC:HGNC:8622|Ensembl:ENSG00000125618|HPRD:01335|Vega:OTTHUMG00000128529	2q13	paired box 8	protein-coding
7803	PTP4A1	HH72|PRL-1|PRL1|PTP(CAAX1)|PTPCAAX1	MIM:601585|HGNC:HGNC:9634|Ensembl:ENSG00000112245|HPRD:03349|Vega:OTTHUMG00000014949	6q12	protein tyrosine phosphatase type IVA, member 1	protein-coding
7764	ZNF217	ZABC1	MIM:602967|HGNC:HGNC:13009|Ensembl:ENSG00000171940|HPRD:04272|Vega:OTTHUMG00000032764	20q13.2	zinc finger protein 217	protein-coding
7704	ZBTB16	PLZF|ZNF145	MIM:176797|HGNC:HGNC:12930|Ensembl:ENSG00000109906|HPRD:11762|Vega:OTTHUMG00000168243	11q23.1	zinc finger and BTB domain containing 16	protein-coding
754	PTTG1IP	C21orf1|C21orf3|PBF	MIM:603784|HGNC:HGNC:13524|Ensembl:ENSG00000183255|HPRD:04807|Vega:OTTHUMG00000090254	21q22.3	pituitary tumor-transforming 1 interacting protein	protein-coding
7490	WT1	AWT1|EWS-WT1|GUD|NPHS4|WAGR|WIT-2|WT33	MIM:607102|HGNC:HGNC:12796|Ensembl:ENSG00000184937|HPRD:06163|Vega:OTTHUMG00000039556	11p13	Wilms tumor 1	protein-coding
7473	WNT3	INT4|TETAMS	MIM:165330|HGNC:HGNC:12782|Ensembl:ENSG00000108379|HPRD:01318|Vega:OTTHUMG00000178076	17q21	wingless-type MMTV integration site family member 3	protein-coding
7471	WNT1	BMND16|INT1|OI15	MIM:164820|HGNC:HGNC:12774|HPRD:01276	12q13	wingless-type MMTV integration site family member 1	protein-coding
7468	WHSC1	MMSET|NSD2|REIIBP|TRX5|WHS	MIM:602952|HGNC:HGNC:12766|Ensembl:ENSG00000109685|HPRD:04259|Vega:OTTHUMG00000121147	4p16.3	Wolf-Hirschhorn syndrome candidate 1	protein-coding
7431	VIM	CTRCT30|HEL113	MIM:193060|HGNC:HGNC:12692|Ensembl:ENSG00000026025|HPRD:01899|Vega:OTTHUMG00000017744	10p13	vimentin	protein-coding
7409	VAV1	VAV	MIM:164875|HGNC:HGNC:12657|Ensembl:ENSG00000141968|HPRD:01284|Vega:OTTHUMG00000181965	19p13.3	vav guanine nucleotide exchange factor 1	protein-coding
7375	USP4	UNP|Unph	MIM:603486|HGNC:HGNC:12627|Ensembl:ENSG00000114316|HPRD:04598|Vega:OTTHUMG00000156825	3p21.3	ubiquitin specific peptidase 4 (proto-oncogene)	protein-coding
729873	TBC1D3	PRC17|TBC1D3A|TBC1D3F	MIM:607741|HGNC:HGNC:19031|Ensembl:ENSG00000274611|Vega:OTTHUMG00000188487	17q12	TBC1 domain family member 3	protein-coding
7298	TYMS	HST422|TMS|TS	MIM:188350|HGNC:HGNC:12441|Ensembl:ENSG00000176890|HPRD:01774|Vega:OTTHUMG00000131473	18p11.32	thymidylate synthetase	protein-coding
7291	TWIST1	ACS3|BPES2|BPES3|CRS|CRS1|CSO|SCS|TWIST|bHLHa38	MIM:601622|HGNC:HGNC:12428|Ensembl:ENSG00000122691|HPRD:03374|Vega:OTTHUMG00000090821	7p21.2	twist family bHLH transcription factor 1	protein-coding
728655	HULC	HCCAT1|LINC00078|NCRNA00078	MIM:612210|HGNC:HGNC:34232|Ensembl:ENSG00000251164	6p24.3	hepatocellular carcinoma up-regulated long non-coding RNA	ncRNA
727837	SSX2B	CT5.2|CT5.2b|HOM-MEL-40|SSX	HGNC:HGNC:22263|Ensembl:ENSG00000268447|Vega:OTTHUMG00000021593	Xp11.22	synovial sarcoma, X breakpoint 2B	protein-coding
7205	TRIP6	OIP-1|OIP1|TRIP-6|TRIP6i2|ZRP-1	MIM:602933|HGNC:HGNC:12311|Ensembl:ENSG00000087077|HPRD:04242|Vega:OTTHUMG00000157029	7q22	thyroid hormone receptor interactor 6	protein-coding
7175	TPR	-	MIM:189940|HGNC:HGNC:12017|Ensembl:ENSG00000047410|HPRD:08927|Vega:OTTHUMG00000035580	1q25	translocated promoter region, nuclear basket protein	protein-coding
7161	TP73	P73	MIM:601990|HGNC:HGNC:12003|Ensembl:ENSG00000078900|HPRD:03587|Vega:OTTHUMG00000000610	1p36.3	tumor protein p73	protein-coding
7095	SEC62	Dtrp1|HTP1|TLOC1|TP-1	MIM:602173|HGNC:HGNC:11846|Ensembl:ENSG00000008952|HPRD:03706|Vega:OTTHUMG00000158753	3q26.2	SEC62 homolog, preprotein translocation factor	protein-coding
7030	TFE3	RCCP2|RCCX1|TFEA|bHLHe33	MIM:314310|HGNC:HGNC:11752|Ensembl:ENSG00000068323|HPRD:02439|Vega:OTTHUMG00000022690	Xp11.22	transcription factor binding to IGHM enhancer 3	protein-coding
6950	TCP1	CCT-alpha|CCT1|CCTa|D6S230E|TCP-1-alpha	MIM:186980|HGNC:HGNC:11655|Ensembl:ENSG00000120438|HPRD:01748|Vega:OTTHUMG00000015937	6q25.3-q26	t-complex 1	protein-coding
693235	MIR92B	MIRN92B|hsa-mir-92b|mir-92b	HGNC:HGNC:32920|Ensembl:ENSG00000271748|miRBase:MI0003560	1q22	microRNA 92b	ncRNA
693230	MIR645	MIRN645|hsa-mir-645	HGNC:HGNC:32901|Ensembl:ENSG00000208018|miRBase:MI0003660	20q13.13	microRNA 645	ncRNA
693218	MIR633	MIRN633|hsa-mir-633	HGNC:HGNC:32889|Ensembl:ENSG00000207552|miRBase:MI0003648	17q23.2	microRNA 633	ncRNA
693160	MIR575	MIRN575|hsa-mir-575	HGNC:HGNC:32831|Ensembl:ENSG00000207746|miRBase:MI0003582	4q21.22	microRNA 575	ncRNA
6929	TCF3	E2A|E47|ITF1|TCF-3|VDIR|bHLHb21	MIM:147141|HGNC:HGNC:11633|Ensembl:ENSG00000071564|HPRD:00918|Vega:OTTHUMG00000180031	19p13.3	transcription factor 3	protein-coding
6909	TBX2	-	MIM:600747|HGNC:HGNC:11597|Ensembl:ENSG00000121068|HPRD:02850|Vega:OTTHUMG00000156986	17q23.2	T-box 2	protein-coding
6901	TAZ	BTHS|CMD3A|EFE|EFE2|G4.5|LVNCX|Taz1	MIM:300394|HGNC:HGNC:11577|Ensembl:ENSG00000102125|HPRD:02316|Vega:OTTHUMG00000033190	Xq28	tafazzin	protein-coding
6887	TAL2	-	MIM:186855|HGNC:HGNC:11557|Ensembl:ENSG00000186051|HPRD:01735|Vega:OTTHUMG00000020424	9q32	T-cell acute lymphocytic leukemia 2	protein-coding
6885	MAP3K7	MEKK7|TAK1|TGF1a	MIM:602614|HGNC:HGNC:6859|Ensembl:ENSG00000135341|HPRD:04011|Vega:OTTHUMG00000015217	6q15	mitogen-activated protein kinase kinase kinase 7	protein-coding
6850	SYK	p72-Syk	MIM:600085|HGNC:HGNC:11491|Ensembl:ENSG00000165025|HPRD:02514|Vega:OTTHUMG00000020200	9q22	spleen tyrosine kinase	protein-coding
6774	STAT3	ADMIO|APRF|HIES	MIM:102582|HGNC:HGNC:11364|Ensembl:ENSG00000168610|HPRD:00026|Vega:OTTHUMG00000150645	17q21.31	signal transducer and activator of transcription 3 (acute-phase response factor)	protein-coding
6757	SSX2	CT5.2|CT5.2A|HD21|HOM-MEL-40|SSX	MIM:300192|HGNC:HGNC:11336|Ensembl:ENSG00000241476|HPRD:02180|Vega:OTTHUMG00000022697	Xp11.22	synovial sarcoma, X breakpoint 2	protein-coding
6756	SSX1	CT5.1|SSRC	MIM:312820|HGNC:HGNC:11335|Ensembl:ENSG00000126752|HPRD:02428|Vega:OTTHUMG00000021488	Xp11.23	synovial sarcoma, X breakpoint 1	protein-coding
6720	SREBF1	SREBP-1c|SREBP1|SREBP1a|bHLHd1	MIM:184756|HGNC:HGNC:11289|Ensembl:ENSG00000072310|HPRD:01701|Vega:OTTHUMG00000059313	17p11.2	sterol regulatory element binding transcription factor 1	protein-coding
6688	SPI1	OF|PU.1|SFPI1|SPI-1|SPI-A	MIM:165170|HGNC:HGNC:11241|Ensembl:ENSG00000066336|HPRD:01305|Vega:OTTHUMG00000150150	11p11.2	Spi-1 proto-oncogene	protein-coding
6678	SPARC	BM-40|OI17|ON	MIM:182120|HGNC:HGNC:11219|Ensembl:ENSG00000113140|HPRD:01631|Vega:OTTHUMG00000130122	5q31.3-q32	secreted protein acidic and cysteine rich	protein-coding
6657	SOX2	ANOP3|MCOPS3	MIM:184429|HGNC:HGNC:11195|Ensembl:ENSG00000181449|HPRD:08921|Vega:OTTHUMG00000158222	3q26.33	SRY-box 2	protein-coding
6615	SNAI1	SLUGH2|SNA|SNAH|SNAIL|SNAIL1|dJ710H13.1	MIM:604238|HGNC:HGNC:11128|Ensembl:ENSG00000124216|HPRD:05025|Vega:OTTHUMG00000033048	20q13.2	snail family zinc finger 1	protein-coding
6502	SKP2	FBL1|FBXL1|FLB1|p45	MIM:601436|HGNC:HGNC:10901|Ensembl:ENSG00000145604|HPRD:03256|Vega:OTTHUMG00000131106	5p13	S-phase kinase-associated protein 2, E3 ubiquitin protein ligase	protein-coding
6498	SKIL	SNO|SnoA|SnoI|SnoN	MIM:165340|HGNC:HGNC:10897|Ensembl:ENSG00000136603|HPRD:01319|Vega:OTTHUMG00000158831	3q26	SKI-like proto-oncogene	protein-coding
64919	BCL11B	ATL1|ATL1-alpha|ATL1-beta|ATL1-delta|ATL1-gamma|CTIP-2|CTIP2|RIT1|ZNF856B|hRIT1-alpha	MIM:606558|HGNC:HGNC:13222|Ensembl:ENSG00000127152|HPRD:05950|Vega:OTTHUMG00000028967	14q32.2	B-cell CLL/lymphoma 11B	protein-coding
6491	STIL	MCPH7|SIL	MIM:181590|HGNC:HGNC:10879|Ensembl:ENSG00000123473|HPRD:01627|Vega:OTTHUMG00000007851	1p32	SCL/TAL1 interrupting locus	protein-coding
64783	RBM15	OTT|OTT1|SPEN	MIM:606077|HGNC:HGNC:14959|Ensembl:ENSG00000162775|HPRD:05832|Vega:OTTHUMG00000011284	1p13	RNA binding motif protein 15	protein-coding
6446	SGK1	SGK	MIM:602958|HGNC:HGNC:10810|Ensembl:ENSG00000118515|HPRD:04264|Vega:OTTHUMG00000015613	6q23	serum/glucocorticoid regulated kinase 1	protein-coding
64220	STRA6	MCOPCB8|MCOPS9|PP14296	MIM:610745|HGNC:HGNC:30650|Ensembl:ENSG00000137868|HPRD:18122|Vega:OTTHUMG00000138998	15q24.1	stimulated by retinoic acid 6	protein-coding
6418	SET	2PP2A|I2PP2A|IGAAD|IPP2A2|PHAPII|TAF-I|TAF-IBETA	MIM:600960|HGNC:HGNC:10760|Ensembl:ENSG00000119335|HPRD:09023|Vega:OTTHUMG00000020755	9q34	SET nuclear proto-oncogene	protein-coding
64109	CRLF2	CRL2|CRLF2Y|TSLPR	MIM:300357|MIM:400023|HGNC:HGNC:14281|Ensembl:ENSG00000205755|HPRD:02288|Vega:OTTHUMG00000067432	Xp22.3; Yp11.3	cytokine receptor-like factor 2	protein-coding
640	BLK	MODY11	MIM:191305|HGNC:HGNC:1057|Ensembl:ENSG00000136573|HPRD:01866|Vega:OTTHUMG00000090729	8p23-p22	BLK proto-oncogene, Src family tyrosine kinase	protein-coding
6375	XCL1	ATAC|LPTN|LTN|SCM-1|SCM-1a|SCM1|SCM1A|SCYC1	MIM:600250|HGNC:HGNC:10645|Ensembl:ENSG00000143184|HPRD:02595|Vega:OTTHUMG00000034548	1q23	X-C motif chemokine ligand 1	protein-coding
6304	SATB1	-	MIM:602075|HGNC:HGNC:10541|Ensembl:ENSG00000182568|HPRD:03647|Vega:OTTHUMG00000129890	3p23	SATB homeobox 1	protein-coding
6295	SAG	RP47|S-AG	MIM:181031|HGNC:HGNC:10521|Ensembl:ENSG00000130561|HPRD:01625|Vega:OTTHUMG00000153213	2q37.1	S-antigen; retina and pineal gland (arrestin)	protein-coding
6278	S100A7	PSOR1|S100A7c	MIM:600353|HGNC:HGNC:10497|Ensembl:ENSG00000143556|HPRD:02645|Vega:OTTHUMG00000013123	1q21	S100 calcium binding protein A7	protein-coding
6237	RRAS	-	MIM:165090|HGNC:HGNC:10447|Ensembl:ENSG00000126458|HPRD:01299|Vega:OTTHUMG00000183247	19q13.33	related RAS viral (r-ras) oncogene homolog	protein-coding
607	BCL9	LGS	MIM:602597|HGNC:HGNC:1008|Ensembl:ENSG00000116128|HPRD:04000|Vega:OTTHUMG00000014031	1q21	B-cell CLL/lymphoma 9	protein-coding
6016	RIT1	NS8|RIBB|RIT|ROC1	MIM:609591|HGNC:HGNC:10023|Ensembl:ENSG00000143622|HPRD:10195|Vega:OTTHUMG00000014104	1q22	Ras-like without CAAX 1	protein-coding
5983	RFC3	RFC38	MIM:600405|HGNC:HGNC:9971|Ensembl:ENSG00000133119|HPRD:02676|Vega:OTTHUMG00000016715	13q13.2	replication factor C subunit 3	protein-coding
597	BCL2A1	ACC-1|ACC-2|ACC1|ACC2|BCL2L5|BFL1|GRS|HBPA1	MIM:601056|HGNC:HGNC:991|Ensembl:ENSG00000140379|HPRD:03034|Vega:OTTHUMG00000144173	15q24.3	BCL2 related protein A1	protein-coding
5966	REL	C-Rel	MIM:164910|HGNC:HGNC:9954|HPRD:01286	2p13-p12	v-rel avian reticuloendotheliosis viral oncogene homolog	protein-coding
5940	RBMY1A1	RBM|RBM1|RBM2|RBMY|RBMY1C|YRRM1|YRRM2	MIM:400006|HGNC:HGNC:9912|Ensembl:ENSG00000234414|HPRD:02450|Vega:OTTHUMG00000043592	Yq11.223	RNA binding motif protein, Y-linked, family 1, member A1	protein-coding
5935	RBM3	IS1-RNPL|RNPL	MIM:300027|HGNC:HGNC:9900|HPRD:02067	Xp11.2	RNA binding motif (RNP1, RRM) protein 3	protein-coding
5914	RARA	NR1B1|RAR	MIM:180240|HGNC:HGNC:9864|Ensembl:ENSG00000131759|HPRD:06769|Vega:OTTHUMG00000133328	17q21	retinoic acid receptor alpha	protein-coding
5820	PVT1	LINC00079|NCRNA00079|onco-lncRNA-100	MIM:165140|HGNC:HGNC:9709|Ensembl:ENSG00000249859	8q24	Pvt1 oncogene (non-protein coding)	ncRNA
581	BAX	BCL2L4	MIM:600040|HGNC:HGNC:959|Ensembl:ENSG00000087088|HPRD:02498|Vega:OTTHUMG00000160476	19q13.3-q13.4	BCL2-associated X protein	protein-coding
57650	KIAA1524	CIP2A|p90	MIM:610643|HGNC:HGNC:29302|Ensembl:ENSG00000163507|HPRD:11151|Vega:OTTHUMG00000159233	3q13.13	KIAA1524	protein-coding
57496	MKL2	MRTF-B|MRTFB|NPD001	MIM:609463|HGNC:HGNC:29819|Ensembl:ENSG00000186260|HPRD:17577|Vega:OTTHUMG00000177379	16p13.12	MKL/myocardin-like 2	protein-coding
574492	MIR517C	MIRN517C	HGNC:HGNC:32124|Ensembl:ENSG00000207838|miRBase:MI0003174	19q13.42	microRNA 517c	ncRNA
574484	MIR520G	MIRN520G|mir-520g	MIM:616272|HGNC:HGNC:32116|Ensembl:ENSG00000207799|miRBase:MI0003166	19q13.42	microRNA 520g	ncRNA
574447	MIR146B	MIRN146B|miRNA146B|mir-146b	MIM:610567|HGNC:HGNC:32079|miRBase:MI0003129	10q24.32	microRNA 146b	ncRNA
57403	RAB22A	-	MIM:612966|HGNC:HGNC:9764|Ensembl:ENSG00000124209|HPRD:06696|Vega:OTTHUMG00000032844	20q13.32	RAB22A, member RAS oncogene family	protein-coding
57332	CBX8	PC3|RC1	HGNC:HGNC:15962|HPRD:13006	17q25.3	chromobox 8	protein-coding
57222	ERGIC1	ERGIC-32|ERGIC32|NET24	HGNC:HGNC:29205|Ensembl:ENSG00000113719|HPRD:13836|Vega:OTTHUMG00000130520	5q35.1	endoplasmic reticulum-golgi intermediate compartment 1	protein-coding
57167	SALL4	DRRS|HSAL4|ZNF797	MIM:607343|HGNC:HGNC:15924|Ensembl:ENSG00000101115|HPRD:08458|Vega:OTTHUMG00000032752	20q13.2	spalt-like transcription factor 4	protein-coding
57154	SMURF1	-	MIM:605568|HGNC:HGNC:16807|Ensembl:ENSG00000198742|HPRD:06902|Vega:OTTHUMG00000150272	7q22.1	SMAD specific E3 ubiquitin protein ligase 1	protein-coding
57118	CAMK1D	CKLiK|CaM-K1|CaMKID	MIM:607957|HGNC:HGNC:19341|Ensembl:ENSG00000183049|HPRD:06409|Vega:OTTHUMG00000017683	10p13	calcium/calmodulin dependent protein kinase ID	protein-coding
57018	CCNL1	ANIA6A|BM-001|PRO1073|ania-6a	MIM:613384|HGNC:HGNC:20569|Ensembl:ENSG00000163660|HPRD:10814|Vega:OTTHUMG00000158713	3q25.31	cyclin L1	protein-coding
56946	EMSY	C11orf30|GL002	MIM:608574|HGNC:HGNC:18071|Ensembl:ENSG00000158636|HPRD:10544|Vega:OTTHUMG00000165282	11q13.5	EMSY, BRCA2 interacting transcriptional repressor	protein-coding
558	AXL	ARK|JTK11|Tyro7|UFO	MIM:109135|HGNC:HGNC:905|Ensembl:ENSG00000167601|HPRD:00171|Vega:OTTHUMG00000182727	19q13.1	AXL receptor tyrosine kinase	protein-coding
5578	PRKCA	AAG6|PKC-alpha|PKCA|PRKACA	MIM:176960|HGNC:HGNC:9393|Ensembl:ENSG00000154229|HPRD:01498|Vega:OTTHUMG00000179533	17q24.2	protein kinase C alpha	protein-coding
55502	HES6	C-HAIRY1|HES-6|bHLHb41|bHLHc23	MIM:610331|HGNC:HGNC:18254|Ensembl:ENSG00000144485|HPRD:11021|Vega:OTTHUMG00000133340	2q37.3	hes family bHLH transcription factor 6	protein-coding
55359	STYK1	NOK|SuRTK106	MIM:611433|HGNC:HGNC:18889|Ensembl:ENSG00000060140|HPRD:15447|Vega:OTTHUMG00000168408	12p13.2	serine/threonine/tyrosine kinase 1	protein-coding
55211	DPPA4	2410091M23Rik	MIM:614125|HGNC:HGNC:19200|Ensembl:ENSG00000121570|HPRD:16836|Vega:OTTHUMG00000159222	3q13.13	developmental pluripotency associated 4	protein-coding
54904	WHSC1L1	NSD3|WHISTLE|pp14328	MIM:607083|HGNC:HGNC:12767|Ensembl:ENSG00000147548|HPRD:06155|Vega:OTTHUMG00000165115	8p11.2	Wolf-Hirschhorn syndrome candidate 1-like 1	protein-coding
5468	PPARG	CIMT1|GLM1|NR1C3|PPARG1|PPARG2|PPARgamma	MIM:601487|HGNC:HGNC:9236|Ensembl:ENSG00000132170|HPRD:03288|Vega:OTTHUMG00000129764	3p25	peroxisome proliferator activated receptor gamma	protein-coding
54165	DCUN1D1	DCNL1|DCUN1L1|RP42|SCCRO|SCRO|Tes3	MIM:605905|HGNC:HGNC:18184|Ensembl:ENSG00000043093|HPRD:12067	3q26.3	defective in cullin neddylation 1 domain containing 1	protein-coding
541466	CT45A1	CT45|CT45-1|CT45.1	MIM:300648|HGNC:HGNC:33267|Ensembl:ENSG00000268940|HPRD:18673|Vega:OTTHUMG00000188602	Xq26.3	cancer/testis antigen family 45, member A1	protein-coding
5364	PLXNB1	PLEXIN-B1|PLXN5|SEP	MIM:601053|HGNC:HGNC:9103|Ensembl:ENSG00000164050|HPRD:03032|Vega:OTTHUMG00000133527	3p21.31	plexin B1	protein-coding
5326	PLAGL2	ZNF900	MIM:604866|HGNC:HGNC:9047|Ensembl:ENSG00000126003|HPRD:05333|Vega:OTTHUMG00000032210	20q11.21	PLAG1 like zinc finger 2	protein-coding
51773	RSF1	HBXAP|RSF-1|XAP8|p325	MIM:608522|HGNC:HGNC:18118|Ensembl:ENSG00000048649|HPRD:10537|Vega:OTTHUMG00000150433	11q14.1	remodeling and spacing factor 1	protein-coding
51715	RAB23	HSPC137	MIM:606144|HGNC:HGNC:14263|Ensembl:ENSG00000112210|HPRD:05850	6p11	RAB23, member RAS oncogene family	protein-coding
5159	PDGFRB	CD140B|IBGC4|IMF1|JTK12|KOGS|PDGFR|PDGFR-1|PDGFR1|PENTT	MIM:173410|HGNC:HGNC:8804|Ensembl:ENSG00000113721|HPRD:01423|Vega:OTTHUMG00000130053	5q33.1	platelet derived growth factor receptor beta	protein-coding
5155	PDGFB	IBGC5|PDGF-2|PDGF2|SIS|SSV|c-sis	MIM:190040|HGNC:HGNC:8800|Ensembl:ENSG00000100311|HPRD:01815|Vega:OTTHUMG00000151029	22q13.1	platelet derived growth factor subunit B	protein-coding
51548	SIRT6	SIR2L6	MIM:606211|HGNC:HGNC:14934|Ensembl:ENSG00000077463|HPRD:12093|Vega:OTTHUMG00000181847	19p13.3	sirtuin 6	protein-coding
51341	ZBTB7A	FBI-1|FBI1|LRF|TIP21|ZBTB7|ZNF857A|pokemon	MIM:605878|HGNC:HGNC:18078|Ensembl:ENSG00000178951|HPRD:10433|Vega:OTTHUMG00000181792	19p13.3	zinc finger and BTB domain containing 7A	protein-coding
